====================================================================================================
3-CARD PREFLOP SCORES FOR TOSS'EM HOLD'EM (MONTE CARLO)
====================================================================================================

Simulations per hand: 50000

Formula:
  Preflop Score = (3card_equity + 2card_eq_1 + 2card_eq_2 + 2card_eq_3) / 4

Total hand classes: 1911

----------------------------------------------------------------------------------------------------
Rank  Hand   Score   Raw3c   2c_1    2c_2    2c_3    Pattern  Best  
1382  K42    0.4682  0.4815  0.5027  0.4826  0.4061  _AA      K4o   
1383  Q83    0.4682  0.4454  0.5256  0.4711  0.4308  _AA      Q8o   
1384  K83    0.4681  0.4536  0.5376  0.4941  0.3871  ___      K8o   
1385  662    0.4680  0.5676  0.5789  0.3628  0.3628  ___      66    
1386  922    0.4680  0.5897  0.4425  0.4417  0.3982  A_A      92s   
1387  T96    0.4680  0.4148  0.5263  0.4717  0.4590  ___      T9o   
1388  J84    0.4679  0.4403  0.5172  0.4984  0.4158  A_A      J8o   
1389  Q53    0.4677  0.4619  0.4973  0.4711  0.4407  _AA      Q5o   
1390  Q94    0.4676  0.4227  0.5433  0.4872  0.4173  ___      Q9o   
1391  K82    0.4674  0.4639  0.5376  0.4826  0.3854  ___      K8o   
1392  Q65    0.4673  0.4323  0.5059  0.4973  0.4339  ___      Q6o   
1393  976    0.4672  0.4355  0.4925  0.4819  0.4590  _AA      76s   
1394  Q63    0.4672  0.4571  0.5059  0.4711  0.4348  _AA      Q6o   
1395  952    0.4672  0.5286  0.4817  0.4425  0.4159  AAA      95s   
1396  943    0.4670  0.5228  0.4618  0.4526  0.4308  AAA      94s   
1397  Q64    0.4669  0.4285  0.5212  0.5059  0.4119  A_A      Q4s   
1398  944    0.4668  0.4716  0.5166  0.4618  0.4173  AA_      44    
1399  542    0.4668  0.5855  0.4597  0.4159  0.4061  AAA      54s   
1400  J93    0.4665  0.4399  0.5632  0.4518  0.4112  AA_      J9s   
1401  J96    0.4663  0.3996  0.5315  0.4750  0.4590  ___      J9o   
1402  652    0.4663  0.5653  0.4773  0.4159  0.4065  AAA      65s   
1403  Q75    0.4662  0.4240  0.5076  0.4973  0.4360  ___      Q7o   
1404  T95    0.4661  0.4168  0.5531  0.4544  0.4402  AA_      T9s   
1405  Q53    0.4660  0.4634  0.5313  0.4711  0.3984  AA_      Q5s   
1406  J92    0.4660  0.4518  0.5315  0.4425  0.4383  _AA      J9o   
1407  J84    0.4658  0.4293  0.5172  0.4620  0.4547  _AA      J8o   
1408  944    0.4658  0.4674  0.5166  0.4618  0.4173  A_A      44    
1409  Q83    0.4651  0.4494  0.5528  0.4711  0.3871  AA_      Q8s   
1410  T94    0.4649  0.4308  0.5263  0.4851  0.4173  A_A      T9o   
1411  T94    0.4648  0.4250  0.5263  0.4618  0.4461  _AA      T9o   
1412  J84    0.4648  0.4305  0.5509  0.4620  0.4158  AA_      J8s   
1413  J65    0.4648  0.4375  0.5117  0.4760  0.4339  AA_      J6s   
1414  JT3    0.4647  0.4200  0.5562  0.4518  0.4308  ___      JTo   
1415  Q82    0.4647  0.4609  0.5528  0.4596  0.3854  AA_      Q8s   
1416  862    0.4645  0.5340  0.4915  0.4259  0.4065  AAA      86s   
1417  Q63    0.4645  0.4613  0.5332  0.4711  0.3922  AA_      Q6s   
1418  743    0.4644  0.5420  0.4526  0.4321  0.4308  AAA      74s   
1419  Q73    0.4643  0.4463  0.5076  0.4711  0.4321  _AA      Q7o   
1420  552    0.4641  0.5580  0.5492  0.3746  0.3746  ___      55    
1421  J92    0.4641  0.4518  0.5315  0.4748  0.3982  A_A      J9o   
1422  765    0.4640  0.4948  0.4725  0.4548  0.4339  A_A      75s   
1423  T85    0.4639  0.4170  0.5087  0.4754  0.4544  _AA      T8o   
1424  T32    0.4639  0.5269  0.4717  0.4622  0.3947  AAA      T3s   
1425  Q93    0.4638  0.4296  0.5433  0.4711  0.4112  ___      Q9o   
1426  876    0.4637  0.4758  0.4728  0.4548  0.4513  ___      87o   
1427  K52    0.4636  0.4403  0.5221  0.5175  0.3746  A_A      K2s   
1428  J95    0.4636  0.4068  0.5315  0.4760  0.4402  ___      J9o   
1429  Q73    0.4633  0.4468  0.5430  0.4711  0.3922  AA_      Q7s   
1430  875    0.4633  0.4739  0.4728  0.4725  0.4340  _AA      87o   
1431  Q33    0.4632  0.4333  0.4775  0.4711  0.4711  ___      33    
1432  J75    0.4632  0.4125  0.5081  0.4961  0.4360  A_A      J5s   
1433  T76    0.4632  0.3978  0.4925  0.4907  0.4717  _AA      76s   
1434  544    0.4631  0.5031  0.5166  0.4163  0.4163  ___      44    
1435  T85    0.4630  0.4191  0.5087  0.4902  0.4340  A_A      T8o   
1436  T44    0.4628  0.4424  0.5166  0.4461  0.4461  ___      44    
1437  Q74    0.4628  0.4115  0.5212  0.5076  0.4110  A_A      Q4s   
1438  852    0.4626  0.5333  0.4754  0.4259  0.4159  AAA      85s   
1439  Q84    0.4625  0.4212  0.5256  0.4872  0.4158  ___      Q8o   
1440  JT2    0.4624  0.4339  0.5562  0.4383  0.4212  ___      JTo   
1441  985    0.4622  0.4402  0.4930  0.4754  0.4402  _AA      98o   
1442  985    0.4620  0.4393  0.4930  0.4817  0.4340  A_A      98o   
1443  442    0.4620  0.5614  0.5166  0.4061  0.3637  _AA      44    
1444  T86    0.4619  0.4161  0.5087  0.4717  0.4513  ___      T8o   
1445  986    0.4618  0.4439  0.4930  0.4590  0.4513  ___      98o   
1446  J92    0.4618  0.4475  0.5632  0.4383  0.3982  AA_      J9s   
1447  T93    0.4617  0.4376  0.5263  0.4717  0.4112  A_A      T9o   
1448  765    0.4617  0.4785  0.4773  0.4548  0.4360  _AA      65s   
1449  875    0.4616  0.4681  0.5085  0.4360  0.4340  AA_      87s   
1450  Q92    0.4613  0.4441  0.5433  0.4596  0.3982  ___      Q9o   
1451  J86    0.4609  0.4002  0.5172  0.4750  0.4513  ___      J8o   
1452  K32    0.4608  0.4720  0.4941  0.4826  0.3947  _AA      K3o   
1453  T85    0.4608  0.4137  0.5413  0.4544  0.4340  AA_      T8s   
1454  442    0.4607  0.5564  0.5166  0.4061  0.3637  A_A      44    
1455  T93    0.4604  0.4319  0.5263  0.4526  0.4308  _AA      T9o   
1456  K62    0.4603  0.4663  0.5294  0.4826  0.3628  ___      K6o   
1457  975    0.4602  0.4412  0.4819  0.4817  0.4360  A_A      97o   
1458  Q54    0.4601  0.4395  0.4973  0.4872  0.4163  ___      Q5o   
1459  Q53    0.4600  0.4316  0.5126  0.4973  0.3984  A_A      Q3s   
1460  T94    0.4600  0.4234  0.5531  0.4461  0.4173  AA_      T9s   
1461  K42    0.4598  0.4506  0.5221  0.5027  0.3637  A_A      K2s   
1462  K32    0.4598  0.4777  0.5323  0.4826  0.3465  AA_      K3s   
1463  K52    0.4597  0.4641  0.5175  0.4826  0.3746  ___      K5o   
1464  Q64    0.4597  0.4336  0.5059  0.4872  0.4119  ___      Q6o   
1465  985    0.4596  0.4355  0.5287  0.4402  0.4340  AA_      98s   
1466  762    0.4595  0.5282  0.4925  0.4108  0.4065  AAA      76s   
1467  J74    0.4595  0.4272  0.4961  0.4620  0.4526  _AA      J7o   
1468  976    0.4595  0.4422  0.4819  0.4590  0.4548  ___      97o   
1469  Q43    0.4594  0.4486  0.4872  0.4711  0.4308  _AA      Q4o   
1470  T84    0.4594  0.4281  0.5087  0.4851  0.4158  A_A      T8o   
1471  J65    0.4594  0.4205  0.5081  0.4750  0.4339  A_A      J5s   
1472  T76    0.4592  0.4196  0.4907  0.4717  0.4548  ___      T7o   
1473  K72    0.4592  0.4570  0.5351  0.4826  0.3619  ___      K7o   
1474  J54    0.4591  0.4388  0.4760  0.4620  0.4597  _AA      J5o   
1475  975    0.4589  0.4411  0.4819  0.4725  0.4402  _AA      97o   
1476  T75    0.4588  0.4184  0.4907  0.4902  0.4360  A_A      T7o   
1477  875    0.4588  0.4510  0.4754  0.4728  0.4360  A_A      85s   
1478  J74    0.4588  0.4313  0.5309  0.4620  0.4110  AA_      J7s   
1479  Q62    0.4588  0.4689  0.5059  0.4975  0.3628  A_A      Q6o   
1480  K43    0.4588  0.4563  0.5027  0.4941  0.3820  ___      K4o   
1481  865    0.4585  0.4747  0.4915  0.4340  0.4339  AA_      86s   
1482  J85    0.4585  0.4068  0.5172  0.4760  0.4340  ___      J8o   
1483  654    0.4581  0.5266  0.4773  0.4163  0.4119  AA_      65s   
1484  T75    0.4580  0.4143  0.4907  0.4725  0.4544  _AA      T7o   
1485  843    0.4580  0.5157  0.4547  0.4308  0.4308  AAA      84s   
1486  J83    0.4577  0.4334  0.5172  0.4930  0.3871  A_A      J8o   
1487  Q62    0.4576  0.4586  0.5059  0.4596  0.4065  _AA      Q6o   
1488  T84    0.4575  0.4206  0.5087  0.4547  0.4461  _AA      T8o   
1489  644    0.4574  0.4892  0.5166  0.4119  0.4119  ___      44    
1490  J83    0.4573  0.4293  0.5172  0.4518  0.4308  _AA      J8o   
1491  Q52    0.4573  0.4563  0.4973  0.4596  0.4159  _AA      Q5o   
1492  T33    0.4572  0.4489  0.4775  0.4717  0.4308  A_A      33    
1493  T33    0.4571  0.4486  0.4775  0.4717  0.4308  AA_      33    
1494  J76    0.4570  0.4022  0.4961  0.4750  0.4548  ___      J7o   
1495  942    0.4569  0.5174  0.4618  0.4425  0.4061  AAA      94s   
1496  J54    0.4569  0.4412  0.5081  0.4620  0.4163  AA_      J5s   
1497  T75    0.4569  0.4153  0.5220  0.4544  0.4360  AA_      T7s   
1498  975    0.4569  0.4410  0.5103  0.4402  0.4360  AA_      97s   
1499  752    0.4568  0.5279  0.4725  0.4159  0.4108  AAA      75s   
1500  Q43    0.4567  0.4527  0.5212  0.4711  0.3820  AA_      Q4s   
1501  T93    0.4566  0.4315  0.5531  0.4308  0.4112  AA_      T9s   
1502  Q72    0.4566  0.4483  0.5076  0.4596  0.4108  _AA      Q7o   
1503  Q74    0.4564  0.4196  0.5076  0.4872  0.4110  ___      Q7o   
1504  J83    0.4562  0.4349  0.5509  0.4518  0.3871  AA_      J8s   
1505  T92    0.4561  0.4341  0.5263  0.4425  0.4212  _AA      T9o   
1506  J64    0.4557  0.4373  0.5117  0.4620  0.4119  AA_      J6s   
1507  T84    0.4557  0.4196  0.5413  0.4461  0.4158  AA_      T8s   
1508  K32    0.4557  0.4602  0.5221  0.4941  0.3465  A_A      K2s   
1509  T92    0.4555  0.4354  0.5263  0.4622  0.3982  A_A      T9o   
1510  Q63    0.4555  0.4113  0.5126  0.5059  0.3922  A_A      Q3s   
1511  Q52    0.4554  0.4563  0.5313  0.4596  0.3746  AA_      Q5s   
1512  865    0.4554  0.4610  0.4754  0.4513  0.4339  A_A      85s   
1513  J64    0.4554  0.4343  0.4750  0.4620  0.4504  _AA      J6o   
1514  J82    0.4553  0.4439  0.5172  0.4748  0.3854  A_A      J8o   
1515  443    0.4553  0.5405  0.5166  0.3820  0.3820  ___      44    
1516  532    0.4552  0.5694  0.4407  0.4159  0.3947  AAA      53s   
1517  Q72    0.4546  0.4514  0.5076  0.4975  0.3619  A_A      Q7o   
1518  533    0.4544  0.5010  0.4775  0.4407  0.3984  AA_      33    
1519  642    0.4543  0.5540  0.4504  0.4065  0.4061  AAA      64s   
1520  T65    0.4542  0.4219  0.5067  0.4544  0.4339  AA_      T6s   
1521  533    0.4541  0.4999  0.4775  0.4407  0.3984  A_A      33    
1522  J75    0.4540  0.4078  0.4961  0.4760  0.4360  ___      J7o   
1523  Q43    0.4538  0.4333  0.5126  0.4872  0.3820  A_A      Q3s   
1524  Q62    0.4537  0.4594  0.5332  0.4596  0.3628  AA_      Q6s   
1525  654    0.4535  0.5134  0.4504  0.4339  0.4163  A_A      64s   
1526  J54    0.4534  0.4230  0.4984  0.4760  0.4163  A_A      J4s   
1527  765    0.4534  0.4888  0.4548  0.4360  0.4339  ___      76o   
1528  J82    0.4534  0.4321  0.5172  0.4383  0.4259  _AA      J8o   
1529  744    0.4532  0.4742  0.5166  0.4110  0.4110  ___      44    
1530  Q72    0.4532  0.4482  0.5430  0.4596  0.3619  AA_      Q7s   
1531  J82    0.4532  0.4382  0.5509  0.4383  0.3854  AA_      J8s   
1532  Q73    0.4531  0.4000  0.5126  0.5076  0.3922  A_A      Q3s   
1533  842    0.4529  0.5251  0.4547  0.4259  0.4061  AAA      84s   
1534  J94    0.4529  0.4008  0.5315  0.4620  0.4173  ___      J9o   
1535  T74    0.4528  0.4217  0.4907  0.4526  0.4461  _AA      T7o   
1536  T74    0.4527  0.4240  0.4907  0.4851  0.4110  A_A      T7o   
1537  965    0.4526  0.4417  0.4947  0.4402  0.4339  AA_      96s   
1538  J74    0.4525  0.4046  0.4984  0.4961  0.4110  A_A      J4s   
1539  J73    0.4524  0.4284  0.4961  0.4930  0.3922  A_A      J7o   
1540  J73    0.4524  0.4295  0.4961  0.4518  0.4321  _AA      J7o   
1541  T92    0.4523  0.4367  0.5531  0.4212  0.3982  AA_      T9s   
1542  965    0.4516  0.4318  0.4817  0.4590  0.4339  A_A      95s   
1543  932    0.4516  0.5165  0.4526  0.4425  0.3947  AAA      93s   
1544  J33    0.4514  0.4245  0.4775  0.4518  0.4518  ___      33    
1545  Q42    0.4514  0.4526  0.4872  0.4596  0.4061  _AA      Q4o   
1546  844    0.4513  0.4571  0.5166  0.4158  0.4158  ___      44    
1547  J65    0.4513  0.3768  0.4773  0.4760  0.4750  _AA      65s   
1548  J93    0.4512  0.4102  0.5315  0.4518  0.4112  ___      J9o   
1549  K42    0.4511  0.4553  0.5027  0.4826  0.3637  ___      K4o   
1550  J73    0.4510  0.4290  0.5309  0.4518  0.3922  AA_      J7s   
1551  T74    0.4510  0.4248  0.5220  0.4461  0.4110  AA_      T7s   
1552  J53    0.4507  0.4342  0.4760  0.4518  0.4407  _AA      J5o   
1553  Q82    0.4506  0.4318  0.5256  0.4596  0.3854  ___      Q8o   
1554  764    0.4505  0.4828  0.4548  0.4526  0.4119  A_A      76o   
1555  T95    0.4504  0.3806  0.5263  0.4544  0.4402  ___      T9o   
1556  865    0.4503  0.4387  0.4773  0.4513  0.4340  _AA      65s   
1557  Q53    0.4503  0.4345  0.4973  0.4711  0.3984  ___      Q5o   
1558  Q83    0.4502  0.4170  0.5256  0.4711  0.3871  ___      Q8o   
1559  T65    0.4499  0.4039  0.4902  0.4717  0.4339  A_A      T5s   
1560  433    0.4498  0.5090  0.4775  0.4308  0.3820  AA_      33    
1561  Q42    0.4497  0.4544  0.5212  0.4596  0.3637  AA_      Q4s   
1562  432    0.4496  0.5669  0.4308  0.4061  0.3947  AAA      43s   
1563  Q63    0.4496  0.4294  0.5059  0.4711  0.3922  ___      Q6o   
1564  764    0.4495  0.4828  0.4925  0.4119  0.4110  AA_      76s   
1565  933    0.4495  0.4568  0.4775  0.4526  0.4112  AA_      33    
1566  654    0.4495  0.4925  0.4597  0.4339  0.4119  _AA      54s   
1567  J53    0.4494  0.4393  0.5081  0.4518  0.3984  AA_      J5s   
1568  933    0.4494  0.4564  0.4775  0.4526  0.4112  A_A      33    
1569  T64    0.4491  0.4316  0.5067  0.4461  0.4119  AA_      T6s   
1570  T64    0.4490  0.4279  0.4717  0.4504  0.4461  _AA      T6o   
1571  764    0.4489  0.4796  0.4548  0.4504  0.4110  _AA      76o   
1572  944    0.4489  0.4445  0.5166  0.4173  0.4173  ___      44    
1573  433    0.4488  0.5048  0.4775  0.4308  0.3820  A_A      33    
1574  J63    0.4487  0.4333  0.4750  0.4518  0.4348  _AA      J6o   
1575  J64    0.4484  0.4083  0.4984  0.4750  0.4119  A_A      J4s   
1576  J84    0.4484  0.3985  0.5172  0.4620  0.4158  ___      J8o   
1577  Q73    0.4476  0.4194  0.5076  0.4711  0.3922  ___      Q7o   
1578  633    0.4474  0.4850  0.4775  0.4348  0.3922  AA_      33    
1579  J92    0.4468  0.4192  0.5315  0.4383  0.3982  ___      J9o   
1580  633    0.4467  0.4824  0.4775  0.4348  0.3922  A_A      33    
1581  T83    0.4467  0.4192  0.5087  0.4717  0.3871  A_A      T8o   
1582  T83    0.4465  0.4158  0.5087  0.4308  0.4308  _AA      T8o   
1583  875    0.4463  0.4426  0.4728  0.4360  0.4340  ___      87o   
1584  742    0.4463  0.5157  0.4526  0.4108  0.4061  AAA      74s   
1585  T82    0.4461  0.4282  0.5087  0.4622  0.3854  A_A      T8o   
1586  J63    0.4459  0.4279  0.5117  0.4518  0.3922  AA_      J6s   
1587  442    0.4459  0.5395  0.5166  0.3637  0.3637  ___      44    
1588  754    0.4454  0.4819  0.4725  0.4163  0.4110  AA_      75s   
1589  874    0.4454  0.4405  0.4728  0.4526  0.4158  _AA      87o   
1590  T65    0.4454  0.3782  0.4773  0.4717  0.4544  _AA      65s   
1591  965    0.4453  0.4047  0.4773  0.4590  0.4402  _AA      65s   
1592  T94    0.4453  0.3914  0.5263  0.4461  0.4173  ___      T9o   
1593  T73    0.4453  0.4264  0.4907  0.4717  0.3922  A_A      T7o   
1594  T85    0.4451  0.3834  0.5087  0.4544  0.4340  ___      T8o   
1595  T82    0.4451  0.4246  0.5087  0.4259  0.4212  _AA      T8o   
1596  Q52    0.4449  0.4101  0.4975  0.4973  0.3746  A_A      Q2s   
1597  984    0.4448  0.4087  0.4930  0.4618  0.4158  A_A      98o   
1598  632    0.4448  0.5432  0.4348  0.4065  0.3947  AAA      63s   
1599  T83    0.4448  0.4199  0.5413  0.4308  0.3871  AA_      T8s   
1600  J53    0.4446  0.4111  0.4930  0.4760  0.3984  A_A      J3s   
1601  874    0.4445  0.4396  0.4728  0.4547  0.4110  A_A      87o   
1602  J65    0.4444  0.3926  0.4760  0.4750  0.4339  ___      J5o   
1603  874    0.4441  0.4413  0.5085  0.4158  0.4110  AA_      87s   
1604  985    0.4440  0.4090  0.4930  0.4402  0.4340  ___      98o   
1605  T54    0.4438  0.4227  0.4902  0.4461  0.4163  AA_      T5s   
1606  T82    0.4434  0.4255  0.5413  0.4212  0.3854  AA_      T8s   
1607  733    0.4433  0.4714  0.4775  0.4321  0.3922  A_A      33    
1608  974    0.4432  0.4182  0.4819  0.4618  0.4110  A_A      97o   
1609  K32    0.4431  0.4492  0.4941  0.4826  0.3465  ___      K3o   
1610  733    0.4431  0.4704  0.4775  0.4321  0.3922  AA_      33    
1611  984    0.4429  0.4066  0.4930  0.4547  0.4173  _AA      98o   
1612  975    0.4427  0.4127  0.4819  0.4402  0.4360  ___      97o   
1613  864    0.4425  0.4509  0.4915  0.4158  0.4119  AA_      86s   
1614  J72    0.4425  0.4249  0.4961  0.4383  0.4108  _AA      J7o   
1615  654    0.4425  0.5078  0.4339  0.4163  0.4119  ___      65o   
1616  T73    0.4425  0.4163  0.4907  0.4321  0.4308  _AA      T7o   
1617  Q42    0.4422  0.4203  0.4975  0.4872  0.3637  A_A      Q2s   
1618  754    0.4422  0.4637  0.4526  0.4360  0.4163  A_A      74s   
1619  J52    0.4421  0.4431  0.4760  0.4748  0.3746  A_A      J5o   
1620  865    0.4421  0.4490  0.4513  0.4340  0.4339  ___      86o   
1621  J74    0.4420  0.3989  0.4961  0.4620  0.4110  ___      J7o   
1622  T64    0.4419  0.3991  0.4851  0.4717  0.4119  A_A      T4s   
1623  Q32    0.4419  0.4489  0.5126  0.4596  0.3465  AA_      Q3s   
1624  J43    0.4419  0.4229  0.4620  0.4518  0.4308  _AA      J4o   
1625  Q32    0.4418  0.4419  0.4711  0.4596  0.3947  _AA      Q3o   
1626  984    0.4417  0.4052  0.5287  0.4173  0.4158  AA_      98s   
1627  J54    0.4417  0.4124  0.4760  0.4620  0.4163  ___      J5o   
1628  J72    0.4416  0.4338  0.4961  0.4748  0.3619  A_A      J7o   
1629  T75    0.4415  0.3849  0.4907  0.4544  0.4360  ___      T7o   
1630  Q43    0.4415  0.4256  0.4872  0.4711  0.3820  ___      Q4o   
1631  T93    0.4415  0.3976  0.5263  0.4308  0.4112  ___      T9o   
1632  653    0.4415  0.4979  0.4773  0.3984  0.3922  AA_      65s   
1633  T54    0.4414  0.4097  0.4851  0.4544  0.4163  A_A      T4s   
1634  543    0.4413  0.5252  0.4597  0.3984  0.3820  AA_      54s   
1635  Q52    0.4412  0.4333  0.4973  0.4596  0.3746  ___      Q5o   
1636  T84    0.4412  0.3940  0.5087  0.4461  0.4158  ___      T8o   
1637  T73    0.4411  0.4192  0.5220  0.4308  0.3922  AA_      T7s   
1638  864    0.4410  0.4467  0.4513  0.4504  0.4158  _AA      86o   
1639  974    0.4408  0.4113  0.4819  0.4526  0.4173  _AA      97o   
1640  J43    0.4406  0.4302  0.4984  0.4518  0.3820  AA_      J4s   
1641  T33    0.4404  0.4225  0.4775  0.4308  0.4308  ___      33    
1642  332    0.4403  0.5425  0.4775  0.3947  0.3465  A_A      33    
1643  832    0.4403  0.5097  0.4308  0.4259  0.3947  AAA      83s   
1644  J52    0.4401  0.4303  0.4760  0.4383  0.4159  _AA      J5o   
1645  J72    0.4400  0.4289  0.5309  0.4383  0.3619  AA_      J7s   
1646  332    0.4396  0.5396  0.4775  0.3947  0.3465  _AA      33    
1647  J52    0.4389  0.4346  0.5081  0.4383  0.3746  AA_      J5s   
1648  T63    0.4389  0.4184  0.4717  0.4348  0.4308  _AA      T6o   
1649  J64    0.4389  0.4067  0.4750  0.4620  0.4119  ___      J6o   
1650  J63    0.4388  0.3953  0.4930  0.4750  0.3922  A_A      J3s   
1651  T63    0.4387  0.4252  0.5067  0.4308  0.3922  AA_      T6s   
1652  754    0.4384  0.4471  0.4597  0.4360  0.4110  _AA      54s   
1653  J83    0.4384  0.3974  0.5172  0.4518  0.3871  ___      J8o   
1654  T92    0.4383  0.4075  0.5263  0.4212  0.3982  ___      T9o   
1655  983    0.4383  0.4182  0.4930  0.4308  0.4112  _AA      98o   
1656  833    0.4382  0.4577  0.4775  0.4308  0.3871  A_A      33    
1657  Q62    0.4382  0.4247  0.5059  0.4596  0.3628  ___      Q6o   
1658  983    0.4381  0.4198  0.4930  0.4526  0.3871  A_A      98o   
1659  854    0.4379  0.4442  0.4754  0.4163  0.4158  AA_      85s   
1660  J43    0.4379  0.4145  0.4930  0.4620  0.3820  A_A      J3s   
1661  974    0.4377  0.4124  0.5103  0.4173  0.4110  AA_      97s   
1662  T65    0.4377  0.3909  0.4717  0.4544  0.4339  ___      T6o   
1663  533    0.4374  0.4753  0.4775  0.3984  0.3984  ___      33    
1664  J62    0.4374  0.4369  0.4750  0.4748  0.3628  A_A      J6o   
1665  J62    0.4372  0.4291  0.4750  0.4383  0.4065  _AA      J6o   
1666  965    0.4371  0.4151  0.4590  0.4402  0.4339  ___      96o   
1667  973    0.4367  0.4199  0.4819  0.4526  0.3922  A_A      97o   
1668  833    0.4366  0.4512  0.4775  0.4308  0.3871  AA_      33    
1669  J82    0.4365  0.4052  0.5172  0.4383  0.3854  ___      J8o   
1670  983    0.4364  0.4188  0.5287  0.4112  0.3871  AA_      98s   
1671  543    0.4364  0.5065  0.4407  0.4163  0.3820  A_A      53s   
1672  982    0.4362  0.4239  0.4930  0.4425  0.3854  A_A      98o   
1673  964    0.4361  0.4178  0.4590  0.4504  0.4173  _AA      96o   
1674  J62    0.4360  0.4311  0.5117  0.4383  0.3628  AA_      J6s   
1675  Q72    0.4359  0.4146  0.5076  0.4596  0.3619  ___      Q7o   
1676  732    0.4358  0.5057  0.4321  0.4108  0.3947  AAA      73s   
1677  T53    0.4357  0.4167  0.4544  0.4407  0.4308  _AA      T5o   
1678  Q32    0.4355  0.4270  0.4975  0.4711  0.3465  A_A      Q2s   
1679  973    0.4353  0.4163  0.4819  0.4321  0.4112  _AA      97o   
1680  982    0.4350  0.4228  0.4930  0.4259  0.3982  _AA      98o   
1681  T53    0.4349  0.4202  0.4902  0.4308  0.3984  AA_      T5s   
1682  864    0.4348  0.4214  0.4547  0.4513  0.4119  A_A      84s   
1683  964    0.4348  0.4153  0.4947  0.4173  0.4119  AA_      96s   
1684  T74    0.4347  0.3911  0.4907  0.4461  0.4110  ___      T7o   
1685  653    0.4345  0.4707  0.4348  0.4339  0.3984  A_A      63s   
1686  T72    0.4343  0.4146  0.4907  0.4212  0.4108  _AA      T7o   
1687  J73    0.4338  0.3950  0.4961  0.4518  0.3922  ___      J7o   
1688  T54    0.4337  0.3745  0.4597  0.4544  0.4461  _AA      54s   
1689  982    0.4336  0.4221  0.5287  0.3982  0.3854  AA_      98s   
1690  T72    0.4335  0.4194  0.4907  0.4622  0.3619  A_A      T7o   
1691  954    0.4335  0.4188  0.4817  0.4173  0.4163  AA_      95s   
1692  Q42    0.4334  0.4232  0.4872  0.4596  0.3637  ___      Q4o   
1693  854    0.4334  0.4287  0.4547  0.4340  0.4163  A_A      84s   
1694  763    0.4334  0.4518  0.4548  0.4348  0.3922  _AA      76o   
1695  J42    0.4332  0.4266  0.4620  0.4383  0.4061  _AA      J4o   
1696  973    0.4332  0.4193  0.5103  0.4112  0.3922  AA_      97s   
1697  764    0.4331  0.4546  0.4548  0.4119  0.4110  ___      76o   
1698  J42    0.4330  0.4317  0.4984  0.4383  0.3637  AA_      J4s   
1699  J53    0.4329  0.4055  0.4760  0.4518  0.3984  ___      J5o   
1700  933    0.4327  0.4309  0.4775  0.4112  0.4112  ___      33    
1701  543    0.4327  0.4852  0.4308  0.4163  0.3984  _AA      43s   
1702  763    0.4326  0.4511  0.4548  0.4321  0.3922  A_A      76o   
1703  433    0.4325  0.4886  0.4775  0.3820  0.3820  ___      33    
1704  T64    0.4323  0.3994  0.4717  0.4461  0.4119  ___      T6o   
1705  J22    0.4321  0.4102  0.4417  0.4383  0.4383  ___      22    
1706  963    0.4320  0.4242  0.4590  0.4526  0.3922  A_A      96o   
1707  653    0.4320  0.4612  0.4407  0.4339  0.3922  _AA      53s   
1708  763    0.4319  0.4508  0.4925  0.3922  0.3922  AA_      76s   
1709  964    0.4317  0.3941  0.4618  0.4590  0.4119  A_A      94s   
1710  963    0.4312  0.4198  0.4590  0.4348  0.4112  _AA      96o   
1711  963    0.4312  0.4266  0.4947  0.4112  0.3922  AA_      96s   
1712  T72    0.4312  0.4194  0.5220  0.4212  0.3619  AA_      T7s   
1713  T63    0.4306  0.3869  0.4717  0.4717  0.3922  A_A      T3s   
1714  T43    0.4306  0.4145  0.4461  0.4308  0.4308  _AA      T4o   
1715  J63    0.4305  0.4031  0.4750  0.4518  0.3922  ___      J6o   
1716  633    0.4304  0.4596  0.4775  0.3922  0.3922  ___      33    
1717  874    0.4295  0.4183  0.4728  0.4158  0.4110  ___      87o   
1718  T62    0.4294  0.4210  0.4717  0.4622  0.3628  A_A      T6o   
1719  854    0.4294  0.4080  0.4597  0.4340  0.4158  _AA      54s   
1720  754    0.4292  0.4537  0.4360  0.4163  0.4110  ___      75o   
1721  753    0.4292  0.4537  0.4725  0.3984  0.3922  AA_      75s   
1722  T53    0.4292  0.3923  0.4717  0.4544  0.3984  A_A      T3s   
1723  T43    0.4289  0.4179  0.4851  0.4308  0.3820  AA_      T4s   
1724  753    0.4289  0.4493  0.4360  0.4321  0.3984  A_A      75o   
1725  T62    0.4288  0.4159  0.4717  0.4212  0.4065  _AA      T6o   
1726  T83    0.4285  0.3875  0.5087  0.4308  0.3871  ___      T8o   
1727  953    0.4285  0.4227  0.4817  0.4112  0.3984  AA_      95s   
1728  954    0.4282  0.3946  0.4618  0.4402  0.4163  A_A      94s   
1729  T62    0.4281  0.4215  0.5067  0.4212  0.3628  AA_      T6s   
1730  T82    0.4277  0.3954  0.5087  0.4212  0.3854  ___      T8o   
1731  873    0.4271  0.4126  0.4728  0.4308  0.3922  A_A      87o   
1732  T54    0.4271  0.3913  0.4544  0.4461  0.4163  ___      T5o   
1733  643    0.4270  0.4834  0.4504  0.3922  0.3820  AA_      64s   
1734  J32    0.4269  0.4228  0.4518  0.4383  0.3947  _AA      J3o   
