====================================================================================================
3-CARD PREFLOP SCORES - TOSS'EM HOLD'EM
====================================================================================================

Simulations per hand: 50000

Scoring: preflop_score = pure 3-card MC equity
         (both players discard optimally in simulation)

Total hand classes: 1911

------------------------------------------------------------------------------------------
Rank   Hand   Score    Pattern  Keep   Best2c   2nd2c    Flex  
1649   T63    0.4232   _AA      T6o    0.4704   0.4330   0.963 
1650   Q42    0.4231   A_A      Q2s    0.5007   0.4858   0.985 
1651   753    0.4230   ___      75o    0.4299   0.3956   0.966 
1652   Q85    0.4228   ___      Q8o    0.5299   0.4941   0.964 
1653   982    0.4228   AA_      98s    0.5284   0.4012   0.873 
1654   Q95    0.4226   ___      Q9o    0.5421   0.4941   0.952 
1655   T95    0.4226   A_A      T9o    0.5249   0.4918   0.967 
1656   982    0.4225   A_A      98o    0.4953   0.4428   0.947 
1657   862    0.4224   A_A      86o    0.4549   0.4224   0.968 
1658   852    0.4222   AA_      85s    0.4752   0.3830   0.908 
1659   962    0.4222   A_A      96o    0.4583   0.4428   0.985 
1660   J33    0.4221   ___      33     0.4768   0.4461   0.969 
1661   T62    0.4221   AA_      T6s    0.5103   0.4208   0.911 
1662   J54    0.4220   A_A      J4s    0.5029   0.4744   0.972 
1663   864    0.4220   A_A      84s    0.4555   0.4549   0.999 
1664   Q42    0.4219   ___      Q4o    0.4858   0.4590   0.973 
1665   963    0.4219   _AA      96o    0.4583   0.4330   0.975 
1666   852    0.4219   A_A      85o    0.4343   0.4224   0.988 
1667   973    0.4219   A_A      97o    0.4807   0.4535   0.973 
1668   862    0.4217   _AA      86o    0.4549   0.4106   0.956 
1669   963    0.4215   A_A      96o    0.4583   0.4535   0.995 
1670   Q74    0.4215   ___      Q7o    0.5127   0.4858   0.973 
1671   973    0.4214   AA_      97s    0.5138   0.4120   0.898 
1672   T74    0.4213   _AA      T7o    0.4862   0.4506   0.964 
1673   J65    0.4211   A_A      J5s    0.5085   0.4787   0.970 
1674   T62    0.4210   A_A      T6o    0.4704   0.4638   0.993 
1675   982    0.4210   _AA      98o    0.4953   0.4224   0.927 
1676   Q32    0.4208   ___      Q3o    0.4696   0.4590   0.989 
1677   T53    0.4208   AA_      T5s    0.4918   0.4320   0.940 
1678   T84    0.4205   _AA      T8o    0.5084   0.4555   0.947 
1679   T94    0.4205   AA_      T9s    0.5552   0.4449   0.890 
1680   T33    0.4204   ___      33     0.4768   0.4320   0.955 
1681   853    0.4204   A_A      85o    0.4343   0.4332   0.999 
1682   T73    0.4203   _AA      T7o    0.4862   0.4320   0.946 
1683   J32    0.4202   _AA      J3o    0.4461   0.4345   0.988 
1684   983    0.4201   A_A      98o    0.4953   0.4535   0.958 
1685   864    0.4198   ___      86o    0.4549   0.4157   0.961 
1686   983    0.4197   _AA      98o    0.4953   0.4332   0.938 
1687   Q85    0.4197   A_A      Q5s    0.5308   0.5299   0.999 
1688   762    0.4196   AA_      76s    0.4918   0.3646   0.873 
1689   962    0.4193   AA_      96s    0.4943   0.4012   0.907 
1690   872    0.4193   AA_      87s    0.5033   0.3830   0.880 
1691   752    0.4193   A_A      75o    0.4299   0.4078   0.978 
1692   T72    0.4192   A_A      T7o    0.4862   0.4638   0.978 
1693   965    0.4192   ___      96o    0.4583   0.4411   0.983 
1694   953    0.4191   AA_      95s    0.4799   0.4120   0.932 
1695   Q75    0.4191   ___      Q7o    0.5127   0.4941   0.981 
1696   J92    0.4190   ___      J9o    0.5351   0.4345   0.899 
1697   J72    0.4189   _AA      J7o    0.4986   0.4345   0.936 
1698   852    0.4189   _AA      85o    0.4343   0.4199   0.986 
1699   722    0.4189   ___      22     0.4406   0.3620   0.921 
1700   T86    0.4188   ___      T8o    0.5084   0.4704   0.962 
1701   964    0.4188   AA_      96s    0.4943   0.4160   0.922 
1702   872    0.4187   _AA      87o    0.4700   0.4078   0.938 
1703   T95    0.4186   _AA      T9o    0.5249   0.4799   0.955 
1704   T96    0.4186   ___      T9o    0.5249   0.4704   0.945 
1705   743    0.4185   A_A      73s    0.4311   0.4167   0.986 
1706   T76    0.4184   ___      T7o    0.4862   0.4704   0.984 
1707   J76    0.4182   A_A      J6s    0.5090   0.4986   0.990 
1708   T73    0.4182   AA_      T7s    0.5194   0.4320   0.913 
1709   Q73    0.4181   ___      Q7o    0.5127   0.4696   0.957 
1710   632    0.4181   A_A      62s    0.4106   0.3911   0.980 
1711   T75    0.4181   AA_      T7s    0.5194   0.4513   0.932 
1712   983    0.4180   AA_      98s    0.5284   0.4120   0.884 
1713   863    0.4180   A_A      86o    0.4549   0.4332   0.978 
1714   T83    0.4180   A_A      T8o    0.5084   0.4735   0.965 
1715   Q94    0.4179   ___      Q9o    0.5421   0.4858   0.944 
1716   762    0.4179   A_A      76o    0.4509   0.4078   0.957 
1717   T72    0.4178   AA_      T7s    0.5194   0.4208   0.901 
1718   T83    0.4178   AA_      T8s    0.5412   0.4320   0.891 
1719   752    0.4176   AA_      75s    0.4728   0.3752   0.902 
1720   T52    0.4176   AA_      T5s    0.4918   0.4208   0.929 
1721   872    0.4171   A_A      87o    0.4700   0.4224   0.952 
1722   T95    0.4170   AA_      T9s    0.5552   0.4513   0.896 
1723   T43    0.4167   AA_      T4s    0.4866   0.4320   0.945 
1724   854    0.4163   ___      85o    0.4343   0.4194   0.985 
1725   T62    0.4162   _AA      T6o    0.4704   0.4208   0.950 
1726   T85    0.4160   A_A      T8o    0.5084   0.4918   0.983 
1727   Q72    0.4160   ___      Q7o    0.5127   0.4590   0.946 
1728   J75    0.4157   A_A      J5s    0.5085   0.4986   0.990 
1729   JT4    0.4157   ___      JTo    0.5579   0.4617   0.904 
1730   T53    0.4157   _AA      T5o    0.4513   0.4414   0.990 
1731   Q74    0.4157   A_A      Q4s    0.5156   0.5127   0.997 
1732   863    0.4156   AA_      86s    0.4926   0.3926   0.900 
1733   962    0.4155   _AA      96o    0.4583   0.4106   0.952 
1734   952    0.4154   AA_      95s    0.4799   0.4012   0.921 
1735   954    0.4154   AA_      95s    0.4799   0.4194   0.940 
1736   T83    0.4152   _AA      T8o    0.5084   0.4332   0.925 
1737   964    0.4151   _AA      96o    0.4583   0.4477   0.989 
1738   T75    0.4151   _AA      T7o    0.4862   0.4728   0.987 
1739   922    0.4150   ___      22     0.4406   0.4012   0.961 
1740   J43    0.4149   A_A      J3s    0.4884   0.4617   0.973 
1741   T85    0.4148   AA_      T8s    0.5412   0.4513   0.910 
1742   973    0.4146   _AA      97o    0.4807   0.4311   0.950 
1743   T72    0.4143   _AA      T7o    0.4862   0.4208   0.935 
1744   822    0.4141   ___      22     0.4406   0.3830   0.942 
1745   Q83    0.4139   ___      Q8o    0.5299   0.4696   0.940 
1746   Q63    0.4134   A_A      Q3s    0.5097   0.5055   0.996 
1747   J54    0.4134   ___      J5o    0.4744   0.4617   0.987 
1748   972    0.4133   AA_      97s    0.5138   0.4012   0.887 
1749   972    0.4132   A_A      97o    0.4807   0.4428   0.962 
1750   762    0.4131   _AA      76o    0.4509   0.4106   0.960 
1751   863    0.4131   _AA      86o    0.4549   0.4330   0.978 
1752   873    0.4129   AA_      87s    0.5033   0.3926   0.889 
1753   632    0.4128   ___      63o    0.3911   0.3646   0.974 
1754   984    0.4126   A_A      98o    0.4953   0.4597   0.964 
1755   853    0.4125   AA_      85s    0.4752   0.3956   0.920 
1756   J93    0.4124   ___      J9o    0.5351   0.4461   0.911 
1757   Q52    0.4124   A_A      Q2s    0.5007   0.4941   0.993 
1758   T85    0.4122   _AA      T8o    0.5084   0.4752   0.967 
1759   T43    0.4120   _AA      T4o    0.4449   0.4320   0.987 
1760   952    0.4119   _AA      95o    0.4411   0.4199   0.979 
1761   972    0.4117   _AA      97o    0.4807   0.4078   0.927 
1762   J22    0.4115   ___      22     0.4406   0.4345   0.994 
1763   753    0.4114   _AA      53s    0.4414   0.4299   0.988 
1764   974    0.4111   A_A      97o    0.4807   0.4597   0.979 
1765   874    0.4109   ___      87o    0.4700   0.4167   0.947 
1766   984    0.4108   AA_      98s    0.5284   0.4160   0.888 
1767   T42    0.4104   AA_      T4s    0.4866   0.4208   0.934 
1768   752    0.4102   _AA      75o    0.4299   0.4199   0.990 
1769   T52    0.4101   _AA      T5o    0.4513   0.4208   0.970 
1770   J53    0.4096   ___      J5o    0.4744   0.4461   0.972 
1771   873    0.4095   _AA      87o    0.4700   0.4311   0.961 
1772   974    0.4092   _AA      97o    0.4807   0.4506   0.970 
1773   T54    0.4089   A_A      T4s    0.4866   0.4513   0.965 
1774   975    0.4089   ___      97o    0.4807   0.4411   0.960 
1775   985    0.4087   ___      98o    0.4953   0.4411   0.946 
1776   974    0.4087   AA_      97s    0.5138   0.4167   0.903 
1777   T42    0.4085   _AA      T4o    0.4449   0.4208   0.976 
1778   J64    0.4083   ___      J6o    0.4787   0.4617   0.983 
1779   743    0.4082   ___      74o    0.4167   0.3891   0.972 
1780   J64    0.4082   A_A      J4s    0.5029   0.4787   0.976 
1781   742    0.4077   A_A      74o    0.4167   0.4078   0.991 
1782   842    0.4076   AA_      84s    0.4555   0.3830   0.928 
1783   JT5    0.4076   ___      JTo    0.5579   0.4744   0.917 
1784   J82    0.4075   ___      J8o    0.5176   0.4345   0.917 
1785   J32    0.4075   A_A      J2s    0.4771   0.4461   0.969 
1786   854    0.4075   _AA      54s    0.4604   0.4343   0.974 
1787   T32    0.4075   AA_      T3s    0.4735   0.4208   0.947 
1788   J52    0.4072   ___      J5o    0.4744   0.4345   0.960 
1789   742    0.4071   AA_      74s    0.4506   0.3620   0.911 
1790   984    0.4069   _AA      98o    0.4953   0.4555   0.960 
1791   873    0.4069   A_A      87o    0.4700   0.4332   0.963 
1792   T22    0.4066   ___      22     0.4406   0.4208   0.980 
1793   J53    0.4062   A_A      J3s    0.4884   0.4744   0.986 
1794   T32    0.4058   _AA      T3o    0.4320   0.4208   0.989 
1795   J43    0.4057   ___      J4o    0.4617   0.4461   0.984 
1796   J65    0.4056   ___      J6o    0.4787   0.4744   0.996 
1797   943    0.4055   AA_      94s    0.4597   0.4120   0.952 
1798   843    0.4048   AA_      84s    0.4555   0.3926   0.937 
1799   J95    0.4041   ___      J9o    0.5351   0.4744   0.939 
1800   J85    0.4040   ___      J8o    0.5176   0.4744   0.957 
1801   JT6    0.4038   ___      JTo    0.5579   0.4787   0.921 
1802   J84    0.4037   ___      J8o    0.5176   0.4617   0.944 
1803   J63    0.4033   ___      J6o    0.4787   0.4461   0.967 
1804   842    0.4031   _AA      84o    0.4157   0.4090   0.993 
1805   965    0.4030   _AA      65s    0.4731   0.4583   0.985 
1806   J42    0.4029   ___      J4o    0.4617   0.4345   0.973 
1807   T64    0.4028   A_A      T4s    0.4866   0.4704   0.984 
1808   T65    0.4026   A_A      T5s    0.4918   0.4704   0.979 
1809   J96    0.4026   ___      J9o    0.5351   0.4787   0.944 
1810   J75    0.4018   ___      J7o    0.4986   0.4744   0.976 
1811   942    0.4018   AA_      94s    0.4597   0.4012   0.942 
1812   J74    0.4015   A_A      J4s    0.5029   0.4986   0.996 
1813   954    0.4013   A_A      94s    0.4597   0.4411   0.981 
1814   T92    0.4013   ___      T9o    0.5249   0.4208   0.896 
1815   742    0.4011   _AA      74o    0.4167   0.4090   0.992 
1816   J76    0.4011   ___      J7o    0.4986   0.4787   0.980 
1817   932    0.4004   AA_      93s    0.4535   0.4012   0.948 
1818   J42    0.4001   A_A      J2s    0.4771   0.4617   0.985 
1819   J94    0.4000   ___      J9o    0.5351   0.4617   0.927 
1820   T93    0.3998   ___      T9o    0.5249   0.4320   0.907 
1821   T64    0.3997   ___      T6o    0.4704   0.4449   0.975 
1822   T76    0.3996   _AA      76s    0.4918   0.4862   0.994 
1823   J73    0.3995   ___      J7o    0.4986   0.4461   0.947 
1824   T43    0.3992   A_A      T3s    0.4735   0.4449   0.971 
1825   J74    0.3987   ___      J7o    0.4986   0.4617   0.963 
1826   942    0.3982   _AA      94o    0.4160   0.4090   0.993 
1827   J62    0.3980   ___      J6o    0.4787   0.4345   0.956 
1828   T75    0.3979   A_A      T5s    0.4918   0.4862   0.994 
1829   J83    0.3979   ___      J8o    0.5176   0.4461   0.928 
1830   743    0.3974   _AA      43s    0.4316   0.4167   0.985 
1831   J72    0.3973   ___      J7o    0.4986   0.4345   0.936 
1832   J86    0.3972   ___      J8o    0.5176   0.4787   0.961 
1833   J63    0.3970   A_A      J3s    0.4884   0.4787   0.990 
1834   832    0.3968   AA_      83s    0.4332   0.3830   0.950 
1835   953    0.3963   A_A      93s    0.4535   0.4411   0.988 
1836   T54    0.3958   ___      T5o    0.4513   0.4449   0.994 
1837   732    0.3953   AA_      73s    0.4311   0.3620   0.931 
1838   852    0.3944   ___      85o    0.4343   0.3830   0.949 
1839   963    0.3935   ___      96o    0.4583   0.4120   0.954 
1840   632    0.3931   _AA      32s    0.3948   0.3911   0.996 
1841   J32    0.3931   ___      J3o    0.4461   0.4345   0.988 
1842   T63    0.3926   ___      T6o    0.4704   0.4320   0.962 
1843   T82    0.3926   ___      T8o    0.5084   0.4208   0.912 
1844   964    0.3922   A_A      94s    0.4597   0.4583   0.999 
1845   T74    0.3922   ___      T7o    0.4862   0.4449   0.959 
1846   932    0.3922   _AA      93o    0.4120   0.4012   0.989 
1847   J52    0.3921   A_A      J2s    0.4771   0.4744   0.997 
1848   982    0.3920   ___      98o    0.4953   0.4012   0.906 
1849   T53    0.3920   A_A      T3s    0.4735   0.4513   0.978 
1850   862    0.3918   ___      86o    0.4549   0.3830   0.928 
1851   T74    0.3917   A_A      T4s    0.4866   0.4862   1.000 
1852   762    0.3917   ___      76o    0.4509   0.3646   0.914 
1853   T94    0.3915   ___      T9o    0.5249   0.4449   0.920 
1854   T53    0.3911   ___      T5o    0.4513   0.4320   0.981 
1855   T32    0.3911   A_A      T2s    0.4638   0.4320   0.968 
1856   T65    0.3909   ___      T6o    0.4704   0.4513   0.981 
1857   962    0.3907   ___      96o    0.4583   0.4012   0.943 
1858   872    0.3906   ___      87o    0.4700   0.3830   0.913 
1859   943    0.3904   A_A      93s    0.4535   0.4160   0.962 
1860   973    0.3898   ___      97o    0.4807   0.4120   0.931 
1861   T73    0.3891   ___      T7o    0.4862   0.4320   0.946 
1862   T52    0.3890   ___      T5o    0.4513   0.4208   0.970 
1863   T62    0.3883   ___      T6o    0.4704   0.4208   0.950 
1864   T63    0.3882   A_A      T3s    0.4735   0.4704   0.997 
1865   T75    0.3882   ___      T7o    0.4862   0.4513   0.965 
1866   T42    0.3879   A_A      T2s    0.4638   0.4449   0.981 
1867   954    0.3872   ___      95o    0.4411   0.4194   0.978 
1868   T84    0.3870   ___      T8o    0.5084   0.4449   0.936 
1869   T72    0.3868   ___      T7o    0.4862   0.4208   0.935 
1870   752    0.3866   ___      75o    0.4299   0.3752   0.945 
1871   T43    0.3864   ___      T4o    0.4449   0.4320   0.987 
1872   953    0.3859   ___      95o    0.4411   0.4120   0.971 
1873   843    0.3857   A_A      83s    0.4332   0.4157   0.983 
1874   T85    0.3855   ___      T8o    0.5084   0.4513   0.943 
1875   853    0.3854   ___      85o    0.4343   0.3956   0.961 
1876   T83    0.3846   ___      T8o    0.5084   0.4320   0.924 
1877   964    0.3839   ___      96o    0.4583   0.4160   0.958 
1878   952    0.3835   A_A      92s    0.4428   0.4411   0.998 
1879   873    0.3832   ___      87o    0.4700   0.3926   0.923 
1880   863    0.3830   ___      86o    0.4549   0.3926   0.938 
1881   T32    0.3830   ___      T3o    0.4320   0.4208   0.989 
1882   952    0.3826   ___      95o    0.4411   0.4012   0.960 
1883   T95    0.3826   ___      T9o    0.5249   0.4513   0.926 
1884   983    0.3823   ___      98o    0.4953   0.4120   0.917 
1885   974    0.3822   ___      97o    0.4807   0.4167   0.936 
1886   842    0.3810   A_A      82s    0.4224   0.4157   0.993 
1887   972    0.3809   ___      97o    0.4807   0.4012   0.920 
1888   932    0.3802   A_A      92s    0.4428   0.4120   0.969 
1889   T52    0.3793   A_A      T2s    0.4638   0.4513   0.988 
1890   943    0.3792   ___      94o    0.4160   0.4120   0.996 
1891   732    0.3786   A_A      72s    0.4078   0.3891   0.981 
1892   T42    0.3786   ___      T4o    0.4449   0.4208   0.976 
1893   832    0.3782   A_A      82s    0.4224   0.3926   0.970 
1894   984    0.3780   ___      98o    0.4953   0.4160   0.921 
1895   T54    0.3779   _AA      54s    0.4604   0.4513   0.991 
1896   842    0.3776   ___      84o    0.4157   0.3830   0.967 
1897   953    0.3773   _AA      53s    0.4414   0.4411   1.000 
1898   742    0.3771   ___      74o    0.4167   0.3620   0.945 
1899   942    0.3762   A_A      92s    0.4428   0.4160   0.973 
1900   954    0.3758   _AA      54s    0.4604   0.4411   0.981 
1901   843    0.3745   ___      84o    0.4157   0.3926   0.977 
1902   942    0.3741   ___      94o    0.4160   0.4012   0.985 
1903   853    0.3736   _AA      53s    0.4414   0.4343   0.993 
1904   T65    0.3711   _AA      65s    0.4731   0.4704   0.997 
1905   932    0.3685   ___      93o    0.4120   0.4012   0.989 
1906   832    0.3665   ___      83o    0.3926   0.3830   0.990 
1907   732    0.3629   ___      73o    0.3891   0.3620   0.973 
1908   943    0.3625   _AA      43s    0.4316   0.4160   0.984 
1909   843    0.3615   _AA      43s    0.4316   0.4157   0.984 
1910   732    0.3515   _AA      32s    0.3948   0.3891   0.994 
1911   832    0.3514   _AA      32s    0.3948   0.3926   0.998 

====================================================================================================
TOP 50 HANDS
====================================================================================================

  1. AAA (___): 0.9164 - keep AA
  2. KKK (___): 0.9129 - keep KK
  3. QQQ (___): 0.9007 - keep QQ
  4. JJJ (___): 0.8902 - keep JJ
  5. TTT (___): 0.8821 - keep TT
  6. 999 (___): 0.8810 - keep 99
  7. 888 (___): 0.8799 - keep 88
  8. 777 (___): 0.8779 - keep 77
  9. 666 (___): 0.8751 - keep 66
 10. 222 (___): 0.8739 - keep 22
 11. 333 (___): 0.8732 - keep 33
 12. 555 (___): 0.8717 - keep 55
 13. 444 (___): 0.8701 - keep 44
 14. AA2 (_AA): 0.8508 - keep AA
 15. AA2 (A_A): 0.8495 - keep AA
 16. AA3 (A_A): 0.8368 - keep AA
 17. AA3 (_AA): 0.8330 - keep AA
 18. AA4 (_AA): 0.8247 - keep AA
 19. AA4 (A_A): 0.8239 - keep AA
 20. AAK (A_A): 0.8222 - keep AA
 21. AA2 (___): 0.8209 - keep AA
 22. AAK (_AA): 0.8164 - keep AA
 23. AAQ (A_A): 0.8128 - keep AA
 24. AAQ (_AA): 0.8103 - keep AA
 25. AA5 (A_A): 0.8094 - keep AA
 26. AA5 (_AA): 0.8063 - keep AA
 27. AA6 (A_A): 0.8016 - keep AA
 28. AAJ (A_A): 0.8015 - keep AA
 29. AA7 (A_A): 0.8012 - keep AA
 30. AA3 (___): 0.8011 - keep AA
 31. KK2 (_AA): 0.8004 - keep KK
 32. AA7 (_AA): 0.7997 - keep AA
 33. AAJ (_AA): 0.7994 - keep AA
 34. KK2 (A_A): 0.7978 - keep KK
 35. AA6 (_AA): 0.7965 - keep AA
 36. AA8 (_AA): 0.7942 - keep AA
 37. AA8 (A_A): 0.7932 - keep AA
 38. AA4 (___): 0.7923 - keep AA
 39. AAT (A_A): 0.7920 - keep AA
 40. AA9 (_AA): 0.7910 - keep AA
 41. AAT (_AA): 0.7909 - keep AA
 42. KK3 (A_A): 0.7884 - keep KK
 43. AA9 (A_A): 0.7881 - keep AA
 44. AAK (___): 0.7867 - keep AA
 45. KK3 (_AA): 0.7856 - keep KK
 46. KKQ (A_A): 0.7814 - keep KK
 47. KKQ (_AA): 0.7787 - keep KK
 48. AAQ (___): 0.7783 - keep AA
 49. AA5 (___): 0.7759 - keep AA
 50. KK4 (_AA): 0.7754 - keep KK

====================================================================================================
BOTTOM 50 HANDS
====================================================================================================

1862. T52 (___): 0.3890
1863. T62 (___): 0.3883
1864. T63 (A_A): 0.3882
1865. T75 (___): 0.3882
1866. T42 (A_A): 0.3879
1867. 954 (___): 0.3872
1868. T84 (___): 0.3870
1869. T72 (___): 0.3868
1870. 752 (___): 0.3866
1871. T43 (___): 0.3864
1872. 953 (___): 0.3859
1873. 843 (A_A): 0.3857
1874. T85 (___): 0.3855
1875. 853 (___): 0.3854
1876. T83 (___): 0.3846
1877. 964 (___): 0.3839
1878. 952 (A_A): 0.3835
1879. 873 (___): 0.3832
1880. 863 (___): 0.3830
1881. T32 (___): 0.3830
1882. 952 (___): 0.3826
1883. T95 (___): 0.3826
1884. 983 (___): 0.3823
1885. 974 (___): 0.3822
1886. 842 (A_A): 0.3810
1887. 972 (___): 0.3809
1888. 932 (A_A): 0.3802
1889. T52 (A_A): 0.3793
1890. 943 (___): 0.3792
1891. 732 (A_A): 0.3786
1892. T42 (___): 0.3786
1893. 832 (A_A): 0.3782
1894. 984 (___): 0.3780
1895. T54 (_AA): 0.3779
1896. 842 (___): 0.3776
1897. 953 (_AA): 0.3773
1898. 742 (___): 0.3771
1899. 942 (A_A): 0.3762
1900. 954 (_AA): 0.3758
1901. 843 (___): 0.3745
1902. 942 (___): 0.3741
1903. 853 (_AA): 0.3736
1904. T65 (_AA): 0.3711
1905. 932 (___): 0.3685
1906. 832 (___): 0.3665
1907. 732 (___): 0.3629
1908. 943 (_AA): 0.3625
1909. 843 (_AA): 0.3615
1910. 732 (_AA): 0.3515
1911. 832 (_AA): 0.3514

====================================================================================================
TRIPS
====================================================================================================

  AAA: 0.9164
  KKK: 0.9129
  QQQ: 0.9007
  JJJ: 0.8902
  TTT: 0.8821
  999: 0.8810
  888: 0.8799
  777: 0.8779
  666: 0.8751
  222: 0.8739
  333: 0.8732
  555: 0.8717
  444: 0.8701

====================================================================================================
PAIRS (Top 30)
====================================================================================================

  AA2 (_AA): 0.8508 → keep AA
  AA2 (A_A): 0.8495 → keep AA
  AA3 (A_A): 0.8368 → keep AA
  AA3 (_AA): 0.8330 → keep AA
  AA4 (_AA): 0.8247 → keep AA
  AA4 (A_A): 0.8239 → keep AA
  AAK (A_A): 0.8222 → keep AA
  AA2 (___): 0.8209 → keep AA
  AAK (_AA): 0.8164 → keep AA
  AAQ (A_A): 0.8128 → keep AA
  AAQ (_AA): 0.8103 → keep AA
  AA5 (A_A): 0.8094 → keep AA
  AA5 (_AA): 0.8063 → keep AA
  AA6 (A_A): 0.8016 → keep AA
  AAJ (A_A): 0.8015 → keep AA
  AA7 (A_A): 0.8012 → keep AA
  AA3 (___): 0.8011 → keep AA
  KK2 (_AA): 0.8004 → keep KK
  AA7 (_AA): 0.7997 → keep AA
  AAJ (_AA): 0.7994 → keep AA
  KK2 (A_A): 0.7978 → keep KK
  AA6 (_AA): 0.7965 → keep AA
  AA8 (_AA): 0.7942 → keep AA
  AA8 (A_A): 0.7932 → keep AA
  AA4 (___): 0.7923 → keep AA
  AAT (A_A): 0.7920 → keep AA
  AA9 (_AA): 0.7910 → keep AA
  AAT (_AA): 0.7909 → keep AA
  KK3 (A_A): 0.7884 → keep KK
  AA9 (A_A): 0.7881 → keep AA

====================================================================================================
THREE SUITED (Top 30)
====================================================================================================

  AK2: 0.7069
  AK3: 0.6976
  AQ2: 0.6949
  AKQ: 0.6875
  AK4: 0.6873
  AKJ: 0.6854
  AJ2: 0.6823
  AQ3: 0.6815
  AKT: 0.6799
  AK5: 0.6792
  AK6: 0.6764
  AQJ: 0.6764
  AQ4: 0.6737
  AJ3: 0.6735
  AQT: 0.6710
  AJT: 0.6706
  AT2: 0.6703
  AQ5: 0.6679
  AK7: 0.6662
  AT3: 0.6658
  AJ4: 0.6658
  A53: 0.6640
  AK8: 0.6640
  AK9: 0.6616
  A42: 0.6613
  A92: 0.6613
  A52: 0.6592
  A54: 0.6591
  AQ8: 0.6586
  AQ7: 0.6584

====================================================================================================
STATISTICS
====================================================================================================

Score (3-card MC equity):
  Min:  0.3514
  Max:  0.9164
  Mean: 0.5285

Percentiles:
  10th: 0.4176
  25th: 0.4510
  50th: 0.5135
  75th: 0.5829
  90th: 0.6640

Average by suit pattern:
  AAA: 0.5932 (286 hands)
  AA_: 0.4976 (364 hands)
  A_A: 0.5294 (442 hands)
  _AA: 0.5260 (364 hands)
  ___: 0.5139 (455 hands)
